credit_card_num,card_code,expire_month,expire_year,card_type,Owner_email
551000000000893,340,1,2025,Discover,vwyse61@nsu.edu
551000000000894,694,3,2029,Discover,daddams9d@nsu.edu
551000000000895,72,7,2026,Discover,eoleszczak9l@nsu.edu
551000000000896,782,3,2026,Discover,dantonionic0@nsu.edu
551000000000897,975,7,2023,Discover,gdeblaseer@nsu.edu
551000000000898,137,6,2027,Discover,ffarrallh0@nsu.edu
551000000000899,208,5,2025,Discover,dcordeniw@nsu.edu
551000000000900,528,4,2024,Discover,lespasa40@nsu.edu
551000000000901,686,11,2023,Discover,sstacylq@nsu.edu
551000000000902,533,11,2030,Discover,rwallbankl@nsu.edu
551000000000903,475,8,2031,Discover,aharmantbr@nsu.edu
551000000000904,876,6,2025,Discover,asimonsen7z@nsu.edu
551000000000905,576,5,2026,Discover,wsemechikci@nsu.edu
551000000000906,617,8,2028,Discover,rtendahles@nsu.edu
551000000000907,51,6,2023,Discover,kmulqueenyhi@nsu.edu
551000000000908,673,1,2031,Discover,bmcileenl7@nsu.edu
551000000000909,884,7,2028,Discover,aboldisonpt@nsu.edu
551000000000910,813,1,2026,Discover,ssmeed6a@nsu.edu
551000000000911,206,12,2030,Discover,gkalkofer9n@nsu.edu
551000000000912,243,5,2025,Discover,sbussy1d@nsu.edu
551000000000913,964,5,2023,Discover,rmessham4m@nsu.edu
551000000000914,298,11,2029,Discover,jjelkesco@nsu.edu
551000000000915,839,7,2032,Discover,mbamptongy@nsu.edu
551000000000916,824,1,2024,Discover,jeliassen15@nsu.edu
551000000000917,901,5,2030,Discover,smoggle4z@nsu.edu
551000000000918,214,9,2026,Discover,rblackeslandj4@nsu.edu
551000000000919,309,5,2023,Discover,abirtchnellja@nsu.edu
551000000000920,188,6,2024,Discover,dtilneos@nsu.edu
551000000000921,848,1,2028,Discover,mcometsona8@nsu.edu
551000000000922,701,8,2024,Discover,cvassbenderaw@nsu.edu
551000000000923,208,4,2025,Discover,tmoberley20@nsu.edu
551000000000924,580,10,2032,Discover,msprackling43@nsu.edu
551000000000925,449,7,2023,Discover,eantonowicz34@nsu.edu
551000000000926,421,12,2026,Discover,pmeadmore4o@nsu.edu
551000000000927,362,1,2032,Discover,jquene9q@nsu.edu
551000000000928,843,11,2024,Discover,ryglesiaar@nsu.edu
551000000000929,537,4,2024,Discover,lmacconaghycn@nsu.edu
551000000000930,233,7,2029,Discover,mgentreaupi@nsu.edu
551000000000931,419,3,2024,Discover,mattridge6i@nsu.edu
551000000000932,112,2,2023,Discover,jponting5d@nsu.edu
551000000000933,95,11,2027,Discover,lwhatlinga@nsu.edu
551000000000934,856,11,2026,Discover,ayitzovicz3p@nsu.edu
551000000000935,408,8,2030,Discover,hmottehj@nsu.edu
551000000000936,78,8,2031,Discover,rjancarmi@nsu.edu
551000000000937,810,2,2028,Discover,mbrendishow@nsu.edu
551000000000938,157,3,2024,Discover,miltchev9w@nsu.edu
551000000000939,587,3,2027,Discover,agodsafebl@nsu.edu
551000000000940,682,8,2029,Discover,pfarronc6@nsu.edu
551000000000941,296,9,2027,Discover,jomarag3@nsu.edu
551000000000942,725,3,2026,Discover,dgoodenoughgs@nsu.edu
551000000000943,719,12,2030,Discover,mdobbsox@nsu.edu
551000000000944,213,12,2031,Discover,padaway23@nsu.edu
551000000000945,991,5,2026,Discover,tsloper9p@nsu.edu
551000000000946,316,3,2029,Discover,afoulghamit@nsu.edu
551000000000947,288,10,2029,Discover,mufflh@nsu.edu
551000000000948,493,9,2023,Discover,ariochqa@nsu.edu
551000000000949,709,10,2032,Discover,bkiffe36@nsu.edu
551000000000950,353,12,2024,Discover,tpimmockejp@nsu.edu
551000000000951,586,4,2031,Discover,corht2v@nsu.edu
551000000000952,882,2,2030,Discover,gstockneyay@nsu.edu
551000000000953,441,3,2023,Discover,nturonepc@nsu.edu
551000000000954,194,5,2032,Discover,jmargaret17@nsu.edu
551000000000955,57,5,2023,Discover,dfardoe9n@nsu.edu
551000000000956,210,1,2031,Discover,itansleyh0@nsu.edu
551000000000957,222,11,2025,Discover,yallnatt50@nsu.edu
551000000000958,753,5,2026,Discover,jcardenas75@nsu.edu
551000000000959,372,12,2024,Discover,tbrimilcombe9o@nsu.edu
551000000000960,287,5,2025,Discover,mbrumby12@nsu.edu
551000000000961,84,3,2031,Discover,afidilis36@nsu.edu
551000000000962,1,6,2031,Discover,tkerinhm@nsu.edu
551000000000963,479,12,2029,Discover,wskeinkc@nsu.edu
551000000000964,679,11,2024,Discover,aalishonerpw@nsu.edu
551000000000965,558,7,2032,Discover,sbridgwood7x@nsu.edu
551000000000966,81,9,2028,Discover,rtreleaven8x@nsu.edu
551000000000967,984,2,2023,Discover,maitkin9f@nsu.edu
551000000000968,182,6,2026,Discover,msmorfit80@nsu.edu
551000000000969,178,1,2025,Discover,mmalimhf@nsu.edu
551000000000970,720,5,2029,Discover,ogoodliffe46@nsu.edu
551000000000971,307,2,2031,Discover,gcorderoqs@nsu.edu
551000000000972,182,9,2024,Discover,jprydie1q@nsu.edu
551000000000973,151,1,2028,Discover,vgannaway79@nsu.edu
551000000000974,97,6,2027,Discover,ebowcock2g@nsu.edu
551000000000975,76,2,2032,Discover,gfotitto0@nsu.edu
551000000000976,348,4,2027,Discover,nborland6e@nsu.edu
551000000000977,570,12,2030,Discover,swhyatt8t@nsu.edu
551000000000978,519,8,2024,Discover,rmacclure9m@nsu.edu
551000000000979,877,4,2024,Discover,garonowb8@nsu.edu
551000000000980,652,12,2028,Discover,alivickee@nsu.edu
551000000000981,607,11,2026,Discover,ffaneh6@nsu.edu
551000000000982,475,7,2031,Discover,lambroschi9@nsu.edu
551000000000983,696,11,2031,Discover,mcettellif@nsu.edu
551000000000984,243,1,2032,Discover,kchalfantqo@nsu.edu
551000000000985,99,9,2029,Discover,nmcgraydz@nsu.edu
551000000000986,382,1,2024,Discover,jaclandg1@nsu.edu
551000000000987,618,6,2025,Discover,eswanbourneq0@nsu.edu
551000000000988,990,3,2030,Discover,nmanicomb56@nsu.edu
551000000000989,786,11,2026,Discover,mgrace5v@nsu.edu
551000000000990,429,10,2025,Discover,hatkynsbo@nsu.edu
551000000000991,753,4,2032,Discover,szannini5x@nsu.edu
551000000000992,287,8,2032,Discover,fwaylandj5@nsu.edu
551000000000993,856,5,2032,Discover,gdiamentk6@nsu.edu
551000000000994,132,12,2026,Discover,rmalesm1@nsu.edu
551000000000995,458,1,2029,Discover,tmendozah@nsu.edu
551000000000996,309,10,2024,Discover,dpatzelt28@nsu.edu
551000000000997,328,1,2031,Discover,gmouncher75@nsu.edu
551000000000998,732,12,2026,Discover,svearncomb9v@nsu.edu
551000000000999,779,8,2023,Discover,kaimsonie@nsu.edu
551000000001000,317,9,2024,Discover,ejoanaudpm@nsu.edu
551000000001001,743,10,2023,Discover,ayonge5o@nsu.edu
551000000001002,441,5,2028,Discover,msansambv@nsu.edu
551000000001003,715,8,2027,Discover,zcallis3n@nsu.edu
551000000001004,29,4,2029,Discover,ksaill6m@nsu.edu
551000000001005,810,12,2028,Discover,hcheltnam7e@nsu.edu
551000000001006,742,10,2030,Discover,ejekele1@nsu.edu
551000000001007,975,3,2029,Discover,joakesnx@nsu.edu
551000000001008,25,6,2030,Discover,nnewby6p@nsu.edu
551000000001009,977,4,2028,Discover,lraccio1z@nsu.edu
551000000001010,47,12,2024,Discover,wlaurancegt@nsu.edu
551000000001011,346,2,2025,Discover,jflegha@nsu.edu
551000000001012,58,12,2031,Discover,htoffaninikm@nsu.edu
551000000001013,147,6,2026,Discover,smcquorkellng@nsu.edu
551000000001014,246,8,2030,Discover,rmacfadzeanp0@nsu.edu
551000000001015,549,2,2026,Discover,selambe@nsu.edu
551000000001016,304,8,2027,Discover,ggreatreaxgb@nsu.edu
551000000001017,17,2,2029,Discover,dbackler59@nsu.edu
551000000001018,571,7,2028,Discover,cmansellbo@nsu.edu
551000000001019,257,10,2032,Discover,tfoxenjc@nsu.edu
551000000001020,753,5,2027,Discover,gbasiloneo4@nsu.edu
551000000001021,671,3,2031,Discover,ucolin3u@nsu.edu
551000000001022,113,9,2026,Discover,hvereb0@nsu.edu
551000000001023,920,4,2030,Discover,dpaffot2o@nsu.edu
551000000001024,132,5,2030,Discover,ctilney4o@nsu.edu
551000000001025,858,2,2023,Discover,bcalifornia92@nsu.edu
551000000001026,163,4,2026,Discover,vrutgersbf@nsu.edu
551000000001027,809,2,2032,Discover,rbroadberrie21@nsu.edu
551000000001028,761,1,2023,Discover,rofallon3u@nsu.edu
551000000001029,740,9,2026,Discover,anassau4p@nsu.edu
551000000001030,205,7,2031,Discover,deliasson7f@nsu.edu
551000000001031,340,11,2031,Discover,bsawdonni@nsu.edu
551000000001032,266,9,2023,Discover,olangwade9t@nsu.edu
551000000001033,522,7,2023,Discover,fgodwynpg@nsu.edu
551000000001034,436,1,2028,Discover,kkaysr6@nsu.edu
551000000001035,409,10,2026,Discover,bmunganw@nsu.edu
551000000001036,123,10,2030,Discover,skeohanec2@nsu.edu
551000000001037,698,11,2030,Discover,syarrowi5@nsu.edu
551000000001038,403,3,2023,Discover,dmccritchiej3@nsu.edu
551000000001039,404,3,2031,Discover,dhawtrymt@nsu.edu
551000000001040,626,8,2027,Discover,hfollitmu@nsu.edu
551000000001041,930,10,2031,Discover,sakkerqn@nsu.edu
551000000001042,160,1,2030,Discover,mallot4w@nsu.edu
551000000001043,842,4,2031,Discover,wtumulty6v@nsu.edu
551000000001044,857,9,2025,Discover,bwrightham94@nsu.edu
551000000001045,863,12,2030,Discover,gotterydd@nsu.edu
551000000001046,575,1,2024,Discover,cwetherellmc@nsu.edu
551000000001047,77,9,2025,Discover,bgimblett51@nsu.edu
551000000001048,853,12,2023,Discover,ahorder69@nsu.edu
551000000001049,220,4,2024,Discover,amaccathayam@nsu.edu
551000000001050,646,4,2024,Discover,tbrowerca@nsu.edu
551000000001051,202,4,2024,Discover,wandreolettify@nsu.edu
551000000001052,769,1,2026,Discover,cdebrickbu@nsu.edu
551000000001053,21,10,2032,Discover,fhebdonfi@nsu.edu
551000000001054,257,11,2028,Discover,lpittmanfo@nsu.edu
551000000001055,624,1,2026,Discover,ereinardm4@nsu.edu
551000000001056,433,3,2027,Discover,rvanderhoeven9h@nsu.edu
551000000001057,859,9,2030,Discover,ctyttertonad@nsu.edu
551000000001058,352,7,2032,Discover,dbrigstocko2@nsu.edu
551000000001059,630,3,2027,Discover,jgullefordnn@nsu.edu
551000000001060,225,1,2027,Discover,nbrandonov@nsu.edu
551000000001061,527,12,2026,Discover,iconni@nsu.edu
551000000001062,852,4,2025,Discover,ldudnyu@nsu.edu
551000000001063,278,7,2025,Discover,dpattie5z@nsu.edu
551000000001064,132,11,2025,Discover,bhalledeb4@nsu.edu
551000000001065,290,10,2029,Discover,ikneesha3v@nsu.edu
551000000001066,938,2,2032,Discover,vgreatorex3z@nsu.edu
551000000001067,223,3,2031,Discover,lsekulla8w@nsu.edu
551000000001068,474,4,2031,Discover,ggricebj@nsu.edu
551000000001069,23,8,2031,Discover,jcrippillea@nsu.edu
551000000001070,572,8,2028,Discover,uchalfantlk@nsu.edu
551000000001071,756,2,2025,Discover,smedcalfmg@nsu.edu
551000000001072,964,8,2026,Discover,bschankeaa@nsu.edu
551000000001073,24,1,2031,Discover,lgrayp2@nsu.edu
551000000001074,23,1,2029,Discover,lspreadbury75@nsu.edu
551000000001075,138,12,2025,Discover,eshawlag@nsu.edu
551000000001076,254,9,2025,Discover,tfosseyan@nsu.edu
551000000001077,170,2,2029,Discover,tcooksleyhl@nsu.edu
551000000001078,183,4,2026,Discover,mbarrowsi7@nsu.edu
551000000001079,708,5,2026,Discover,mromayniq@nsu.edu
551000000001080,304,7,2025,Discover,dbawme3@nsu.edu
551000000001081,415,9,2025,Discover,burion3x@nsu.edu
551000000001082,204,11,2027,Discover,rchitham5m@nsu.edu
551000000001083,560,10,2023,Discover,cgianelli98@nsu.edu
551000000001084,857,1,2025,Discover,ddungg@nsu.edu
551000000001085,720,2,2026,Discover,mweavingiy@nsu.edu
551000000001086,303,10,2029,Discover,vpendleberyo7@nsu.edu
551000000001087,38,5,2025,Discover,kmurby54@nsu.edu
551000000001088,64,3,2032,Discover,tpollock7j@nsu.edu
551000000001089,155,8,2025,Discover,apinwelldp@nsu.edu
551000000001090,626,7,2023,Discover,pilewiczhu@nsu.edu
551000000001091,383,7,2032,Discover,ahurchix@nsu.edu
551000000001092,755,9,2026,Discover,ifynan60@nsu.edu
551000000001093,801,12,2029,Discover,mrowantree6n@nsu.edu
551000000001094,832,1,2023,Discover,mkellieem@nsu.edu
551000000001095,531,7,2029,Discover,sasserg9@nsu.edu
551000000001096,492,10,2024,Discover,lscatchar72@nsu.edu
551000000001097,670,5,2027,Discover,lmuzzolloeo@nsu.edu
551000000001098,456,7,2025,Discover,sfantonf8@nsu.edu
551000000001099,413,3,2023,Discover,mprimefz@nsu.edu
551000000001100,962,6,2030,Discover,castupenasr7@nsu.edu
551000000001101,503,1,2029,Discover,lthornberbk@nsu.edu
551000000001102,71,7,2023,Discover,cfrenschc9@nsu.edu
551000000001103,321,5,2025,Discover,gbengtssoncq@nsu.edu
551000000001104,50,1,2026,Discover,rweipperti4@nsu.edu
551000000001105,659,5,2029,Discover,fdumingo77@nsu.edu
551000000001106,831,10,2031,Discover,ktorfinrn@nsu.edu
551000000001107,484,9,2024,Discover,iclyant8l@nsu.edu
551000000001108,150,5,2023,Discover,qricardoufm@nsu.edu
551000000001109,606,3,2032,Discover,lcuffehv@nsu.edu
551000000001110,758,4,2027,Discover,qstewardq5@nsu.edu
551000000001111,129,2,2027,Discover,cortnerac@nsu.edu
551000000001112,90,1,2030,Discover,bmaplesdenbc@nsu.edu
551000000001113,415,3,2028,Discover,ncolenutt8r@nsu.edu
551000000001114,288,10,2028,Discover,fnisslekb@nsu.edu
551000000001115,884,11,2029,Discover,ageydonf6@nsu.edu
551000000001116,26,12,2028,Discover,ccaulket7u@nsu.edu
551000000001117,727,10,2025,Discover,fcorcoran7v@nsu.edu
551000000001118,813,10,2028,Discover,jtukesbygp@nsu.edu
551000000001119,174,1,2025,Discover,sdowdellg6@nsu.edu
551000000001120,289,1,2024,Discover,fmethho@nsu.edu
551000000001121,877,2,2030,Discover,gburgoineju@nsu.edu
551000000001122,575,8,2025,Discover,nminghimj@nsu.edu
551000000001123,975,6,2030,Discover,fdomicannu@nsu.edu
551000000001124,109,5,2026,Discover,hhardesty5@nsu.edu
551000000001125,977,12,2025,Discover,pguerrin48@nsu.edu
551000000001126,378,9,2025,Discover,tdibbert96@nsu.edu
551000000001127,645,6,2025,Discover,jcraythorne6h@nsu.edu
551000000001128,634,10,2031,Discover,kkiesselhe@nsu.edu
551000000001129,634,3,2027,Discover,bbackshq@nsu.edu
551000000001130,771,5,2028,Discover,apaulsenib@nsu.edu
551000000001131,864,2,2027,Discover,deyerca@nsu.edu
551000000001132,199,7,2024,Discover,lknightsbridgedr@nsu.edu
551000000001133,446,12,2025,Discover,dskates57@nsu.edu
551000000001134,624,5,2027,Discover,nledgister8s@nsu.edu
551000000001135,329,10,2030,Discover,ljoannic3f@nsu.edu
551000000001136,273,5,2027,Discover,wtopleya4@nsu.edu
551000000001137,541,6,2028,Discover,kbramhallhd@nsu.edu
551000000001138,572,2,2031,Discover,spenquetpq@nsu.edu
551000000001139,909,3,2026,Discover,totton9i@nsu.edu
551000000001140,528,10,2030,Discover,ahammersleym8@nsu.edu
551000000001141,765,1,2028,Discover,bduchenne17@nsu.edu
551000000001142,375,2,2031,Discover,csheals5i@nsu.edu
551000000001143,229,10,2028,Discover,elescop76@nsu.edu
551000000001144,680,12,2027,Discover,rlefriec62@nsu.edu
551000000001145,549,2,2024,Discover,keverett6n@nsu.edu
551000000001146,535,6,2028,Discover,rpittmanq6@nsu.edu
551000000001147,278,1,2032,Discover,acosford2l@nsu.edu
551000000001148,497,3,2029,Discover,kdobbins7t@nsu.edu
551000000001149,440,10,2030,Discover,lcutbirthld@nsu.edu
551000000001150,543,7,2027,Discover,dbirchng@nsu.edu
551000000001151,945,1,2029,Discover,kbartolacci3s@nsu.edu
551000000001152,147,2,2028,Discover,bhearnshawfj@nsu.edu
551000000001153,202,5,2025,Discover,hreavellhk@nsu.edu
551000000001154,395,7,2025,Discover,uogelbekv@nsu.edu
551000000001155,313,1,2032,Discover,rstewartsonnb@nsu.edu
551000000001156,694,11,2031,Discover,saldis1j@nsu.edu
551000000001157,878,3,2024,Discover,rdukesg2@nsu.edu
551000000001158,730,3,2024,Discover,tkyrkemangz@nsu.edu
551000000001159,841,8,2032,Discover,sheightonno@nsu.edu
551000000001160,926,12,2030,Discover,rlinay1w@nsu.edu
551000000001161,896,10,2026,Discover,jcox7y@nsu.edu
551000000001162,773,11,2032,Discover,ladlingtonal@nsu.edu
551000000001163,367,2,2025,Discover,lbarokbv@nsu.edu
551000000001164,959,11,2024,Discover,kacott9b@nsu.edu
551000000001165,203,3,2028,Discover,emcconaghyeu@nsu.edu
551000000001166,843,3,2030,Discover,mnandht@nsu.edu
551000000001167,414,2,2032,Discover,wfluxq5@nsu.edu
551000000001168,618,4,2028,Discover,mclynterrc@nsu.edu
551000000001169,508,8,2025,Discover,fsibylla5v@nsu.edu
551000000001170,344,6,2026,Discover,ependleburyku@nsu.edu
551000000001171,22,10,2032,Discover,elongstaff28@nsu.edu
551000000001172,170,1,2025,Discover,mwaghorn2z@nsu.edu
551000000001173,211,11,2032,Discover,cplatt6b@nsu.edu
551000000001174,433,9,2032,Discover,mbohincw@nsu.edu
551000000001175,173,7,2030,Discover,tladone6@nsu.edu
551000000001176,205,2,2028,Discover,lbrandelkb@nsu.edu
551000000001177,115,9,2023,Discover,dofiellyd7@nsu.edu
551000000001178,131,4,2032,Discover,dtretwellao@nsu.edu
551000000001179,942,7,2025,Discover,svearncombeo1@nsu.edu
551000000001180,86,2,2029,Discover,gbenezet2b@nsu.edu
551000000001181,842,11,2026,Discover,moakhillij@nsu.edu
551000000001182,980,10,2030,Discover,obuddelljn@nsu.edu
551000000001183,47,6,2028,Discover,imoorfieldkh@nsu.edu
551000000001184,330,6,2024,Discover,dbarrowcloughlz@nsu.edu
551000000001185,580,9,2027,Discover,hcostonrb@nsu.edu
551000000001186,909,3,2030,Discover,mpratt4@nsu.edu
551000000001187,401,9,2029,Discover,estaker2j@nsu.edu
551000000001188,211,12,2023,Discover,dcolhoun4m@nsu.edu
551000000001189,756,8,2025,Discover,aallcoatin@nsu.edu
551000000001190,235,7,2028,Discover,jmacnellyiv@nsu.edu
551000000001191,450,11,2031,Discover,lpurkiss1y@nsu.edu
551000000001192,857,3,2028,Discover,cbaudou4n@nsu.edu
551000000001193,517,8,2023,Discover,ggerssam9t@nsu.edu
551000000001194,764,7,2023,Discover,asaveryy@nsu.edu
551000000001195,155,1,2023,Discover,cnesfieldnj@nsu.edu
551000000001196,195,10,2032,Discover,cbebisnn@nsu.edu
551000000001197,584,3,2031,Discover,rjirekot@nsu.edu
551000000001198,534,2,2030,Discover,kmallon2h@nsu.edu
551000000001199,830,2,2025,Discover,gshrimplingep@nsu.edu
551000000001200,621,8,2030,Discover,ccowlamjt@nsu.edu
551000000001201,721,11,2027,Discover,mbrameldmu@nsu.edu
551000000001202,385,10,2029,Discover,nmiddisj@nsu.edu
551000000001203,810,3,2032,Discover,sbouzek39@nsu.edu
551000000001204,300,11,2024,Discover,ndutchburnel@nsu.edu
551000000001205,317,9,2029,Discover,xpanasdn@nsu.edu
551000000001206,4,10,2030,Discover,sfeldmesserly@nsu.edu
551000000001207,529,3,2029,Discover,ccolteneh@nsu.edu
551000000001208,435,8,2025,Discover,tsustin8c@nsu.edu
551000000001209,809,9,2031,Discover,ddowdeswella5@nsu.edu
551000000001210,832,7,2031,Discover,schance5c@nsu.edu
551000000001211,842,10,2030,Discover,csoutter7d@nsu.edu
551000000001212,569,7,2031,Discover,bdeavenell7o@nsu.edu
551000000001213,939,10,2031,Discover,bgianottigl@nsu.edu
551000000001214,633,6,2025,Discover,nkubul9@nsu.edu
551000000001215,690,7,2027,Discover,tdolanli@nsu.edu
551000000001216,261,3,2023,Discover,bmctiernanr@nsu.edu
551000000001217,779,4,2025,Discover,nmoncktonaw@nsu.edu
551000000001218,711,1,2024,Discover,tarnouldd2@nsu.edu
551000000001219,380,5,2025,Discover,jblazijd@nsu.edu
551000000001220,734,8,2032,Discover,tmushartn@nsu.edu
551000000001221,816,3,2029,Discover,bleadstonaw@nsu.edu
551000000001222,342,10,2025,Discover,ssemarkd4@nsu.edu
551000000001223,815,10,2027,Discover,drosemang8@nsu.edu
551000000001224,764,8,2031,Discover,fkearypt@nsu.edu
551000000001225,192,2,2026,Discover,cflatmano5@nsu.edu
551000000001226,194,5,2030,Discover,bglascotta7@nsu.edu
551000000001227,617,7,2032,Discover,mcremincr@nsu.edu
551000000001228,967,1,2031,Discover,ploxdaleeg@nsu.edu
551000000001229,298,1,2028,Discover,estanerfh@nsu.edu
551000000001230,112,3,2028,Discover,hsanbrookh9@nsu.edu
551000000001231,633,2,2029,Discover,jologhlend1@nsu.edu
551000000001232,88,1,2027,Discover,kcopestickpr@nsu.edu
551000000001233,976,9,2026,Discover,gbachnic5n@nsu.edu
551000000001234,938,5,2031,Discover,mkempton8e@nsu.edu
551000000001235,134,7,2030,Discover,mmanonmx@nsu.edu
551000000001236,973,4,2027,Discover,ystidstonpv@nsu.edu
551000000001237,317,6,2027,Discover,alardner46@nsu.edu
551000000001238,646,10,2024,Discover,useckeras@nsu.edu
551000000001239,621,6,2028,Discover,lclawe8h@nsu.edu
551000000001240,180,3,2031,Discover,gpitfieldpg@nsu.edu
551000000001241,973,4,2023,Discover,mthorwarth60@nsu.edu
551000000001242,818,8,2032,Discover,hdanielsh9@nsu.edu
551000000001243,199,2,2024,Discover,dgyrgorwicxi6@nsu.edu
551000000001244,640,10,2030,Discover,rpierriln@nsu.edu
551000000001245,335,4,2027,Discover,mthomsenrr@nsu.edu
551000000001246,738,7,2024,Discover,mrammebw@nsu.edu
551000000001247,464,1,2026,Discover,cbernardot2e@nsu.edu
551000000001248,641,5,2027,Discover,lmorrieson2i@nsu.edu
551000000001249,735,11,2025,Discover,msigward5v@nsu.edu
551000000001250,842,7,2024,Discover,kstuke9u@nsu.edu
551000000001251,321,9,2025,Discover,hleroux8d@nsu.edu
551000000001252,544,12,2031,Discover,jburhillag@nsu.edu
551000000001253,885,2,2023,Discover,afettiplacemg@nsu.edu
551000000001254,452,6,2031,Discover,mdecavilleaz@nsu.edu
551000000001255,413,11,2027,Discover,tdoveston1@nsu.edu
551000000001256,262,2,2029,Discover,amcpartlin2w@nsu.edu
551000000001257,780,4,2031,Discover,cklyner56@nsu.edu
551000000001258,2,3,2032,Discover,gcordall73@nsu.edu
551000000001259,352,8,2025,Discover,stice87@nsu.edu
551000000001260,307,1,2029,Discover,gfahyb3@nsu.edu
551000000001261,0,9,2026,Discover,dnaughtonmz@nsu.edu
551000000001262,392,7,2027,Discover,lcleugher29@nsu.edu
551000000001263,232,6,2030,Discover,llapthorne6k@nsu.edu
551000000001264,907,5,2030,Discover,dbigglestonecc@nsu.edu
551000000001265,690,10,2026,Discover,aheadingtonhz@nsu.edu
551000000001266,21,12,2024,Discover,zmckintoshqa@nsu.edu
551000000001267,147,11,2032,Discover,dyukhniniqj@nsu.edu
551000000001268,52,11,2028,Discover,fpeotz9q@nsu.edu
551000000001269,852,11,2026,Discover,qjakoubec2j@nsu.edu
551000000001270,771,5,2026,Discover,crontree9q@nsu.edu
551000000001271,574,3,2029,Discover,kricciardiellobf@nsu.edu
551000000001272,406,8,2026,Discover,smcmennumh5@nsu.edu
551000000001273,780,3,2026,Discover,nrideoutmi@nsu.edu
551000000001274,926,10,2025,Discover,dmillimoee0@nsu.edu
551000000001275,426,10,2031,Discover,rwhiskerl3@nsu.edu
551000000001276,538,10,2032,Discover,kwilcockesfx@nsu.edu
551000000001277,485,7,2027,Discover,forbine4p@nsu.edu
551000000001278,780,3,2032,Discover,aromao4q@nsu.edu
551000000001279,589,1,2023,Discover,cwarriorby@nsu.edu
551000000001280,877,3,2028,Discover,pcuerdacs@nsu.edu
551000000001281,572,5,2029,Discover,nromagnosikx@nsu.edu
551000000001282,415,9,2028,Discover,amarkosn0@nsu.edu
551000000001283,563,12,2032,Discover,mjeffersqs@nsu.edu
551000000001284,186,6,2023,Discover,gessberger7k@nsu.edu
551000000001285,371,6,2030,Discover,gespositogp@nsu.edu
551000000001286,947,6,2023,Discover,dneedhs@nsu.edu
551000000001287,855,1,2025,Discover,jlesurfqb@nsu.edu
551000000001288,134,2,2026,Discover,mburttqf@nsu.edu
551000000001289,103,4,2023,Discover,fjanaszkiewicze@nsu.edu
551000000001290,356,5,2032,Discover,estanway5d@nsu.edu
551000000001291,581,4,2031,Discover,jmaletrattb8@nsu.edu
551000000001292,57,2,2025,Discover,mickowics63@nsu.edu
551000000001293,995,9,2028,Discover,bbrigge6o@nsu.edu
551000000001294,84,6,2025,Discover,kdomanski9o@nsu.edu
551000000001295,813,1,2031,Discover,edionisiih1@nsu.edu
551000000001296,90,11,2029,Discover,lbonhamp@nsu.edu
551000000001297,456,10,2025,Discover,scanedo5q@nsu.edu
551000000001298,683,1,2029,Discover,smoscoci@nsu.edu
551000000001299,328,2,2023,Discover,nlinfieldkq@nsu.edu
551000000001300,988,8,2027,Discover,kpitkethlym3@nsu.edu
551000000001301,579,12,2030,Discover,bmasseirl@nsu.edu
551000000001302,262,7,2032,Discover,hheatlie5m@nsu.edu
551000000001303,744,4,2025,Discover,hjehaes86@nsu.edu
551000000001304,0,11,2028,Discover,ddinnegesma@nsu.edu
551000000001305,561,6,2030,Discover,ipykeoq@nsu.edu
551000000001306,293,3,2024,Discover,tmcinultyqh@nsu.edu
551000000001307,281,7,2029,Discover,apernell55@nsu.edu
551000000001308,916,12,2025,Discover,ksherwen5w@nsu.edu
551000000001309,908,11,2023,Discover,ulesorbh@nsu.edu
551000000001310,259,6,2030,Discover,arainards@nsu.edu
551000000001311,197,8,2025,Discover,uausting29@nsu.edu
551000000001312,690,2,2029,Discover,mnarramore8k@nsu.edu
551000000001313,590,5,2028,Discover,fmckiedg@nsu.edu
551000000001314,203,4,2024,Discover,bfeatherstonegu@nsu.edu
551000000001315,530,12,2029,Discover,lcootesj9@nsu.edu
551000000001316,505,12,2025,Discover,ogully4r@nsu.edu
551000000001317,918,11,2023,Discover,vhriinchenko8e@nsu.edu
551000000001318,700,6,2026,Discover,cberginfh@nsu.edu
551000000001319,700,12,2027,Discover,akoppkekx@nsu.edu
551000000001320,814,5,2023,Discover,cnodes5j@nsu.edu
551000000001321,396,9,2025,Discover,bselwyneaf@nsu.edu
551000000001322,259,8,2023,Discover,gpantridgebr@nsu.edu
551000000001323,413,8,2023,Discover,tlewishamn6@nsu.edu
551000000001324,659,11,2032,Discover,rglanvillenm@nsu.edu
551000000001325,386,10,2024,Discover,jgutman58@nsu.edu
551000000001326,284,6,2025,Discover,btompion9f@nsu.edu
551000000001327,53,4,2027,Discover,dwatmoughh2@nsu.edu
551000000001328,213,3,2029,Discover,ahilland1w@nsu.edu
551000000001329,827,5,2023,Discover,daddams9d@nsu.edu
551000000001330,993,11,2030,Discover,bsibyllaqj@nsu.edu
551000000001331,613,1,2029,Discover,rwattersd0@nsu.edu
551000000001332,481,6,2029,Discover,ablood8y@nsu.edu
551000000001333,911,11,2029,Discover,abromilowf6@nsu.edu
551000000001334,999,3,2025,Discover,bgiannazzigf@nsu.edu
551000000001335,74,3,2031,Discover,bmayhou25@nsu.edu
551000000001336,174,1,2028,Discover,bdubbled8@nsu.edu
551000000001337,256,9,2028,Discover,aanthonyf3@nsu.edu
