Seller_Email,Listing_ID,Category,Title,Product_Name,Product_Description,Price,Quantity
strenamanhu@nsu.edu,2365,Kitchen & Appliances,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
ltortispi@nsu.edu,2437,Kitchen & Appliances,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,1
rdichee@adobe.com,6,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,3
kfeeney30@nsu.edu,215,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
hmccurts@vinaora.com,93,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,0
kkiesselhe@nsu.edu,224,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,1
gdeblaseer@nsu.edu,218,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
gnorecb@nsu.edu,699,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
bspencleyka@nsu.edu,217,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,5
tdairtonp8@nsu.edu,140,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,0
msprackling43@nsu.edu,92,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,5
mashling8s@nsu.edu,70,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
lcuffehv@nsu.edu,168,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
eorrick96@nsu.edu,289,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,0
rwomack49@nsu.edu,108,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,0
fcapronqr@nsu.edu,48,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
eswanbourneq0@nsu.edu,43,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,1
hcapellee6@nsu.edu,237,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
eparmanpy@nsu.edu,13,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,4
pbortolazziol@nsu.edu,331,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
slittledike1a@dyndns.org,254,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,2
tlinebargerh@flickr.com,278,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,0
wfranzenct@nsu.edu,180,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,4
rdichee@adobe.com,1625,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,3
kfeeney30@nsu.edu,1685,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
hmccurts@vinaora.com,1797,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,2
kkiesselhe@nsu.edu,1841,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,1
gdeblaseer@nsu.edu,1873,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
gnorecb@nsu.edu,1905,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
bspencleyka@nsu.edu,1913,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,5
tdairtonp8@nsu.edu,1973,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
msprackling43@nsu.edu,2045,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,5
mashling8s@nsu.edu,2093,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
lcuffehv@nsu.edu,2109,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
eorrick96@nsu.edu,2145,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,5
rwomack49@nsu.edu,2153,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,5
fcapronqr@nsu.edu,2177,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
eswanbourneq0@nsu.edu,2197,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,1
hcapellee6@nsu.edu,2309,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
eparmanpy@nsu.edu,2345,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,4
pbortolazziol@nsu.edu,2369,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
slittledike1a@dyndns.org,2397,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,2
tlinebargerh@flickr.com,2421,Kitchen & Cooking Accessories,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
wfranzenct@nsu.edu,2445,Kitchen & Cooking Accessories,Double boiler insert,Double boiler insert_for_all,Boiler,$35 ,4
dbrinkworth7i@nsu.edu,801,Kitchen Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,2
asimonsen7z@nsu.edu,834,Kitchen Cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,3
awillderjq@nsu.edu,840,Kitchen Cabinets,"Wall cabinet w glass door/2 drawers, white/Torhamn ash",Ikea WC - White,Cabinets,$80 ,5
iciobotarujm@nsu.edu,930,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,4
mcrumlyfk@nsu.edu,954,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,4
kperle7k@nsu.edu,978,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,2
tdairtonp8@nsu.edu,987,Kitchen Cabinets,"High cabinet with shelves/2 doors, white/Hggeby white",Ikea WC - Haggeby White,Cabinets,$80 ,2
dbrinkworth7i@nsu.edu,2585,Kitchen Cabinets,"Wall cabinet with 2 doors30x15x40 """,Ikea WC - 2 doors,Cabinets,$80 ,2
dbraffington7n@nsu.edu,1011,Kitchen Faucets & Sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,0
mickowics63@nsu.edu,1020,Kitchen Faucets & Sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,4
dabelson7x@nsu.edu,1095,Kitchen Faucets & Sinks,"Sink, black quartz composite",Black quartz Sink,Sinks,$99 ,1
fcapronqr@nsu.edu,1140,Kitchen Faucets & Sinks,"Apron front sink, white",White Apron Sink,Sinks,$99 ,3
lmcmanusmc@nsu.edu,1143,Kitchen Faucets & Sinks,"Apron front sink, white",White Apron Sink,Sinks,$99 ,4
jjewettjh@nsu.edu,1164,Kitchen Faucets & Sinks,"Apron front sink, white",White Apron Sink,Sinks,$99 ,5
naspcu@nsu.edu,1197,Kitchen Faucets & Sinks,Double bowl top mount sink,Top Mount Sink,Sinks,$99 ,3
ahaskerjg@nsu.edu,1251,Kitchen Faucets & Sinks,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,2
mbernasekrm@nsu.edu,1314,Kitchen Faucets & Sinks,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,1
tlinebargerh@flickr.com,1323,Kitchen Faucets & Sinks,Kitchen faucet with handspray,KF with HS,Faucets,$380 ,1
nrideoutmi@nsu.edu,1356,Kitchen Faucets & Sinks,Dual control kitchen faucet,DCKF,Faucets,$240 ,2
ndutchburnel@nsu.edu,1359,Kitchen Faucets & Sinks,Dual control kitchen faucet,DCKF,Faucets,$240 ,2
dmccritchiej3@nsu.edu,1374,Kitchen Faucets & Sinks,Dual control kitchen faucet,DCKF,Faucets,$240 ,3
gdowtry4j@nsu.edu,1398,Kitchen Faucets & Sinks,Kitchen faucet w sensor,KF with Sensor,Faucets,$600 ,1
jkasman1i@histats.com,285,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
ldickinsbh@nsu.edu,327,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
rcayton5r@nsu.edu,100,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
nlarhamap@nsu.edu,298,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
aforsythay@nsu.edu,162,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
bmaclaverty2v@nsu.edu,400,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
dlawteye2@nsu.edu,314,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
jberntjd@nsu.edu,72,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
lthornberbk@nsu.edu,600,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
lcicchinellib5@nsu.edu,356,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
jthwaite4l@nsu.edu,184,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
cjedrzejewskypo@nsu.edu,345,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
ikneesha3v@nsu.edu,222,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
gdignall3j@nsu.edu,177,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
pclampettfg@nsu.edu,243,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
gearngycp@nsu.edu,142,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
kwilcockesfx@nsu.edu,382,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
jgarrood8v@nsu.edu,1050,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
gmackall4z@nsu.edu,1059,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
fjacquemypl@nsu.edu,1068,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
mashling8s@nsu.edu,1077,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
ituppm2@nsu.edu,1101,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
belfordb@yahoo.co.jp,1113,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
psarfat78@nsu.edu,1119,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,0
eswanbourneq0@nsu.edu,1155,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
cdutnallr1@nsu.edu,1236,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
gdignall3j@nsu.edu,1245,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
cceaser3h@nsu.edu,1278,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
pbortolazziol@nsu.edu,1284,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
wlaurancegt@nsu.edu,1365,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
jkasman1i@histats.com,1673,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
ldickinsbh@nsu.edu,1697,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
rcayton5r@nsu.edu,1853,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
nlarhamap@nsu.edu,1925,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
aforsythay@nsu.edu,1957,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
bmaclaverty2v@nsu.edu,1981,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
dlawteye2@nsu.edu,2013,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,4
jberntjd@nsu.edu,2121,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
lthornberbk@nsu.edu,2185,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
lcicchinellib5@nsu.edu,2205,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
jthwaite4l@nsu.edu,2261,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
cjedrzejewskypo@nsu.edu,2273,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
ikneesha3v@nsu.edu,2301,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
gdignall3j@nsu.edu,2317,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,5
pclampettfg@nsu.edu,2349,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
gearngycp@nsu.edu,2377,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
kwilcockesfx@nsu.edu,2393,Lip,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
nheckjx@nsu.edu,813,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,5
bspencleyka@nsu.edu,942,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,5
solooneybx@nsu.edu,984,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,5
oreppaportr0@nsu.edu,1029,Long Sleeves,Long-sleeved Jersey Top,H&M Jersey Top,Cute Jersey Top,$30 ,2
adebellis2@mit.edu,1182,Long Sleeves,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,1
jkruszelnickik3@nsu.edu,1218,Long Sleeves,Long-sleeved Jersey Top,Gap Jersey Top,Cute Jersey Top,$30 ,3
dmccritchiej3@nsu.edu,109,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
rpointn@globo.com,375,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,3
amaccathayam@nsu.edu,74,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,0
ascohiergc@nsu.edu,233,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
emillhill6q@nsu.edu,287,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
solooneybx@nsu.edu,264,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,0
fdeans6l@nsu.edu,238,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
tizzatt4e@nsu.edu,105,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
cfridpm@nsu.edu,337,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,4
ofumagalliqv@nsu.edu,861,Makeup,Waffled Bathrobe,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,4
lcootesj9@nsu.edu,1074,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
itompkinson28@pcworld.com,1086,Makeup,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,5
vrissonh@nsu.edu,1092,Makeup,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,1
cjedrzejewskypo@nsu.edu,1212,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
hcapellee6@nsu.edu,1239,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,4
strenamanhu@nsu.edu,1281,Makeup,Unseen Sunscreen SPF 40 PA+++,Lotus SuperProtector Sunscreen,Sunscreen,$25 ,3
hbintonme@nsu.edu,1317,Makeup,Hollywood Flawless Filter,Loreal Foundation Supreme,Foundation,$20 ,5
acazindy@nsu.edu,1320,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,3
wfranzenct@nsu.edu,1344,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,2
ghalvorsen95@nsu.edu,1377,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,1
wspadelli8j@nsu.edu,1395,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,4
dmccritchiej3@nsu.edu,1629,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
rpointn@globo.com,1649,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,3
amaccathayam@nsu.edu,1705,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
ascohiergc@nsu.edu,1821,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
emillhill6q@nsu.edu,1893,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
solooneybx@nsu.edu,1969,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
fdeans6l@nsu.edu,1997,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,5
tizzatt4e@nsu.edu,2217,Makeup,Retractable Rouge Gel Lip Liner,Sephora Rouge Gel Lip Liner,Lip Liner,$20 ,1
cfridpm@nsu.edu,2333,Makeup,Liquid Touch Concealer Brush,Rare Beauty Liquid Touch Brush,Makeup Brush,$15 ,4
spinwillhg@nsu.edu,765,Meat & Seafood,Fresh Wild Caught Snow Crab,Snow Crab,Fresh Snow Crab,$18 ,2
spinwillhg@nsu.edu,2537,Meat & Seafood,Fresh Wild Caught Snow Crab,Snow Crab,Fresh Snow Crab,$18 ,2
cmcallof@nsu.edu,296,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
avirr66@nsu.edu,366,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
glibbie7q@nsu.edu,349,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
hleroy7s@nsu.edu,293,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
jcory4w@nsu.edu,286,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
kmusslewhitedp@nsu.edu,255,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
vconquest69@nsu.edu,371,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,2
ctelezhking7@nsu.edu,160,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,4
ahaskerjg@nsu.edu,123,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,0
zcornillibb@nsu.edu,84,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
kwilcockesfx@nsu.edu,338,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
wfranzenct@nsu.edu,204,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
cmcallof@nsu.edu,1785,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
avirr66@nsu.edu,1829,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
glibbie7q@nsu.edu,1881,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
hleroy7s@nsu.edu,1917,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
jcory4w@nsu.edu,1945,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
kmusslewhitedp@nsu.edu,2037,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,1
vconquest69@nsu.edu,2129,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,2
ctelezhking7@nsu.edu,2225,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,4
ahaskerjg@nsu.edu,2325,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,2
zcornillibb@nsu.edu,2373,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,3
kwilcockesfx@nsu.edu,2389,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
wfranzenct@nsu.edu,2449,Mixing & Measuring Tools,Mixing bowl,Mr.Mixing bowl,Bowl,$50 ,5
rpointn@globo.com,744,Outdoor Decor,Outdoor 2-Piece Deep Seat Cushion,Deep Seat Cushion,Comfortable,$35 ,5
rpointn@globo.com,2509,Outdoor Decor,Outdoor 2-Piece Deep Seat Cushion,Deep Seat Cushion,Comfortable,$35 ,5
wlaurancegt@nsu.edu,717,Pain Relievers,Tylenol Extra Strength Acetaminophen Rapid Release Gels,Tylenol Gel,Relieve Pain,$5 ,5
wlaurancegt@nsu.edu,2473,Pain Relievers,Tylenol Extra Strength Acetaminophen Rapid Release Gels,Tylenol Gel,Relieve Pain,$5 ,5
ldickinsbh@nsu.edu,780,Patio & Garden,lanterns,Chinese Lanterns,Beautiful in the sky,$20 ,4
ldickinsbh@nsu.edu,2557,Patio & Garden,lanterns,Chinese Lanterns,Beautiful in the sky,$20 ,4
clelievre1q@spiegel.de,756,Patio Conversation Sets,Mainstays Tuscany Ridge Outdoor 4 Piece Wicker Conversation Set,Tuscany Ridge Conversation Set,4 Piece Conversation Set,$299 ,2
clelievre1q@spiegel.de,2525,Patio Conversation Sets,Mainstays Tuscany Ridge Outdoor 4 Piece Wicker Conversation Set,Tuscany Ridge Conversation Set,5 Piece Conversation Set,$299 ,2
dmccritchiej3@nsu.edu,729,Performance Nutrition,Body Fortress Super Advanced Whey Protein,BF SA Whey,Gains!,$99 ,3
dmccritchiej3@nsu.edu,2489,Performance Nutrition,Body Fortress Super Advanced Whey Protein,BF SA Whey,Gains!,$99 ,3
ghalvorsen95@nsu.edu,735,Pets,Blue Buffalo Freedom Chicken Dry Dog Food for Senior Dogs,BB FC Dry Dog Food,Healthy and Yummy,$69 ,5
ghalvorsen95@nsu.edu,2497,Pets,Blue Buffalo Freedom Chicken Dry Dog Food for Senior Dogs,BB FC Dry Dog Food,Healthy and Yummy,$69 ,5
jspraggon8f@nsu.edu,759,Pies,Patti LaBelle 8 inch Sweet Potato Pie,Sweet Potato Pie,Mouthwatering Pie,$8 ,3
jspraggon8f@nsu.edu,2529,Pies,Patti LaBelle 8 inch Sweet Potato Pie,Sweet Potato Pie,Mouthwatering Pie,$8 ,3
predittjv@nsu.edu,738,Playstation,Horizon: Forbidden West Launch Edition,Horizon: FW,Adventure MMO,$200 ,3
predittjv@nsu.edu,2501,Playstation,Horizon: Forbidden West Launch Edition,Horizon: FW,Adventure MMO,$200 ,3
cmaxted8c@nsu.edu,65,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,4
alillecrop1u@about.com,197,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,4
fstodartdu@nsu.edu,329,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,1
nscougallba@nsu.edu,176,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,1
kbennike0@merriam-webster.com,330,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,2
mbuddenqw@nsu.edu,368,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,2
tlinebargerh@flickr.com,1,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,4
cmaxted8c@nsu.edu,1681,Samsung,Samsung Galaxy,S23,Powerful Android,$850 ,4
alillecrop1u@about.com,1801,Samsung,Samsung Galaxy,S23,Powerful Android,$850 ,4
fstodartdu@nsu.edu,2061,Samsung,Samsung Galaxy,S23,Powerful Android,$850 ,1
nscougallba@nsu.edu,2249,Samsung,Samsung Galaxy,S23,Powerful Android,$850 ,1
kbennike0@merriam-webster.com,2297,Samsung,Samsung Galaxy,S23,Powerful Android,$850 ,2
mbuddenqw@nsu.edu,2357,Samsung,Samsung Galaxy,S22,Powerful Android,$850 ,2
tlinebargerh@flickr.com,2429,Samsung,Samsung Galaxy,S23,Powerful Android,$850 ,4
bbartkowiak6t@nsu.edu,792,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Satin Bathrobe,$40 ,3
zcowl7l@nsu.edu,831,Sleepwear,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,1
alillecrop1u@about.com,858,Sleepwear,Washed Linen Bathrobe,Mainstays Linen Bathrobe,Brobe,$40 ,2
ascohiergc@nsu.edu,873,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,5
avirr66@nsu.edu,879,Sleepwear,Satin and Lace Bathrobe,Mainstays Satin Bathrobe,Brobe,$40 ,4
